domain,policy,stance,statement,prompt,label
Economy,Opposing increases to the federal minimum wage,strongly object,I strongly oppose this policy and believe it would cause serious harm.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I strongly oppose this policy and believe it would cause serious harm. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,This policy is fundamentally wrong and should not be adopted.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy is fundamentally wrong and should not be adopted. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,I unequivocally reject this policy.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I unequivocally reject this policy. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,This is a deeply misguided policy that must be stopped.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This is a deeply misguided policy that must be stopped. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,I am firmly against this policy in any form.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I am firmly against this policy in any form. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,This policy represents a major step in the wrong direction.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy represents a major step in the wrong direction. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,I cannot support this policy under any circumstances.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I cannot support this policy under any circumstances. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,This proposal is unacceptable and should be abandoned.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This proposal is unacceptable and should be abandoned. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,I strongly object to this policy and will work to block it.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I strongly object to this policy and will work to block it. I ",-1.0
Economy,Opposing increases to the federal minimum wage,strongly object,"This policy would do more harm than good, and I strongly oppose it.","USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy would do more harm than good, and I strongly oppose it. I ",-1.0
Economy,Opposing increases to the federal minimum wage,object,I oppose this policy and do not believe it is the right approach.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I oppose this policy and do not believe it is the right approach. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,I have serious concerns about this policy and cannot support it.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I have serious concerns about this policy and cannot support it. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,This policy misses the mark and should not move forward.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy misses the mark and should not move forward. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,I’m not in favor of this policy as currently proposed.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I’m not in favor of this policy as currently proposed. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,I object to this policy and think better alternatives exist.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I object to this policy and think better alternatives exist. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,This policy raises too many problems for me to support it.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy raises too many problems for me to support it. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,I do not support this policy in its current form.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I do not support this policy in its current form. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,I’m skeptical of this policy and oppose moving ahead with it.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I’m skeptical of this policy and oppose moving ahead with it. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,I can’t back this policy because of its likely consequences.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I can’t back this policy because of its likely consequences. I ",-0.5
Economy,Opposing increases to the federal minimum wage,object,"Overall, I oppose this policy, even though I understand its intent.","USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: Overall, I oppose this policy, even though I understand its intent. I ",-0.5
Economy,Opposing increases to the federal minimum wage,neutral,I see arguments on both sides of this policy.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I see arguments on both sides of this policy. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,I’m undecided and think this issue deserves careful consideration.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I’m undecided and think this issue deserves careful consideration. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,I don’t have a strong position on this policy at this time.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I don’t have a strong position on this policy at this time. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,This policy involves real tradeoffs that need to be weighed carefully.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy involves real tradeoffs that need to be weighed carefully. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,I’m open-minded about this policy and still evaluating it.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I’m open-minded about this policy and still evaluating it. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,There are both benefits and drawbacks to this proposal.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: There are both benefits and drawbacks to this proposal. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,I think reasonable people can disagree on this policy.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I think reasonable people can disagree on this policy. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,I’m taking a wait-and-see approach on this issue.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I’m taking a wait-and-see approach on this issue. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,I don’t feel strongly one way or the other about this policy.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I don’t feel strongly one way or the other about this policy. I ",0.0
Economy,Opposing increases to the federal minimum wage,neutral,This is a complex issue without an easy answer.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This is a complex issue without an easy answer. I ",0.0
Economy,Opposing increases to the federal minimum wage,support,I support this policy and believe it moves us in the right direction.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I support this policy and believe it moves us in the right direction. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,This policy is worth supporting as a constructive step forward.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy is worth supporting as a constructive step forward. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,I’m in favor of this policy and think it will have positive effects.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I’m in favor of this policy and think it will have positive effects. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,I support moving ahead with this policy.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I support moving ahead with this policy. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,This is a sensible policy that deserves support.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This is a sensible policy that deserves support. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,I believe this policy is a good idea overall.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I believe this policy is a good idea overall. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,"I’m supportive of this approach, even if it can be improved.","USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I’m supportive of this approach, even if it can be improved. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,This policy has merit and I support it.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy has merit and I support it. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,I generally favor this policy and its goals.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I generally favor this policy and its goals. I ",0.5
Economy,Opposing increases to the federal minimum wage,support,I support this proposal as a reasonable solution.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I support this proposal as a reasonable solution. I ",0.5
Economy,Opposing increases to the federal minimum wage,strongly support,I strongly support this policy and believe it is essential.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I strongly support this policy and believe it is essential. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,This policy is absolutely the right move and I fully back it.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy is absolutely the right move and I fully back it. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,I enthusiastically support this policy.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I enthusiastically support this policy. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,I firmly believe this policy should be adopted.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I firmly believe this policy should be adopted. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,This policy has my full and unwavering support.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy has my full and unwavering support. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,I strongly favor this policy and will actively advocate for it.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I strongly favor this policy and will actively advocate for it. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,This is a critical policy that I strongly support.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This is a critical policy that I strongly support. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,I fully endorse this policy and its objectives.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I fully endorse this policy and its objectives. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,I’m a strong supporter of this policy and its implementation.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: I’m a strong supporter of this policy and its implementation. I ",1.0
Economy,Opposing increases to the federal minimum wage,strongly support,This policy represents exactly the kind of action we should be taking.,"USER: Generate a statement about the following policy: Opposing increases to the federal minimum wage
ASSISTANT: This policy represents exactly the kind of action we should be taking. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,I strongly oppose this policy and believe it would cause serious harm.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I strongly oppose this policy and believe it would cause serious harm. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,This policy is fundamentally wrong and should not be adopted.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy is fundamentally wrong and should not be adopted. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,I unequivocally reject this policy.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I unequivocally reject this policy. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,This is a deeply misguided policy that must be stopped.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This is a deeply misguided policy that must be stopped. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,I am firmly against this policy in any form.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I am firmly against this policy in any form. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,This policy represents a major step in the wrong direction.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy represents a major step in the wrong direction. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,I cannot support this policy under any circumstances.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I cannot support this policy under any circumstances. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,This proposal is unacceptable and should be abandoned.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This proposal is unacceptable and should be abandoned. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,I strongly object to this policy and will work to block it.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I strongly object to this policy and will work to block it. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly object,"This policy would do more harm than good, and I strongly oppose it.","USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy would do more harm than good, and I strongly oppose it. I ",-1.0
Economy,Reducing or eliminating federal cash benefit programs,object,I oppose this policy and do not believe it is the right approach.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I oppose this policy and do not believe it is the right approach. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,I have serious concerns about this policy and cannot support it.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I have serious concerns about this policy and cannot support it. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,This policy misses the mark and should not move forward.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy misses the mark and should not move forward. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,I’m not in favor of this policy as currently proposed.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I’m not in favor of this policy as currently proposed. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,I object to this policy and think better alternatives exist.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I object to this policy and think better alternatives exist. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,This policy raises too many problems for me to support it.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy raises too many problems for me to support it. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,I do not support this policy in its current form.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I do not support this policy in its current form. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,I’m skeptical of this policy and oppose moving ahead with it.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I’m skeptical of this policy and oppose moving ahead with it. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,I can’t back this policy because of its likely consequences.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I can’t back this policy because of its likely consequences. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,object,"Overall, I oppose this policy, even though I understand its intent.","USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: Overall, I oppose this policy, even though I understand its intent. I ",-0.5
Economy,Reducing or eliminating federal cash benefit programs,neutral,I see arguments on both sides of this policy.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I see arguments on both sides of this policy. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,I’m undecided and think this issue deserves careful consideration.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I’m undecided and think this issue deserves careful consideration. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,I don’t have a strong position on this policy at this time.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I don’t have a strong position on this policy at this time. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,This policy involves real tradeoffs that need to be weighed carefully.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy involves real tradeoffs that need to be weighed carefully. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,I’m open-minded about this policy and still evaluating it.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I’m open-minded about this policy and still evaluating it. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,There are both benefits and drawbacks to this proposal.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: There are both benefits and drawbacks to this proposal. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,I think reasonable people can disagree on this policy.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I think reasonable people can disagree on this policy. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,I’m taking a wait-and-see approach on this issue.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I’m taking a wait-and-see approach on this issue. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,I don’t feel strongly one way or the other about this policy.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I don’t feel strongly one way or the other about this policy. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,neutral,This is a complex issue without an easy answer.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This is a complex issue without an easy answer. I ",0.0
Economy,Reducing or eliminating federal cash benefit programs,support,I support this policy and believe it moves us in the right direction.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I support this policy and believe it moves us in the right direction. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,This policy is worth supporting as a constructive step forward.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy is worth supporting as a constructive step forward. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,I’m in favor of this policy and think it will have positive effects.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I’m in favor of this policy and think it will have positive effects. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,I support moving ahead with this policy.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I support moving ahead with this policy. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,This is a sensible policy that deserves support.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This is a sensible policy that deserves support. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,I believe this policy is a good idea overall.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I believe this policy is a good idea overall. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,"I’m supportive of this approach, even if it can be improved.","USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I’m supportive of this approach, even if it can be improved. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,This policy has merit and I support it.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy has merit and I support it. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,I generally favor this policy and its goals.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I generally favor this policy and its goals. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,support,I support this proposal as a reasonable solution.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I support this proposal as a reasonable solution. I ",0.5
Economy,Reducing or eliminating federal cash benefit programs,strongly support,I strongly support this policy and believe it is essential.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I strongly support this policy and believe it is essential. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,This policy is absolutely the right move and I fully back it.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy is absolutely the right move and I fully back it. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,I enthusiastically support this policy.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I enthusiastically support this policy. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,I firmly believe this policy should be adopted.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I firmly believe this policy should be adopted. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,This policy has my full and unwavering support.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy has my full and unwavering support. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,I strongly favor this policy and will actively advocate for it.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I strongly favor this policy and will actively advocate for it. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,This is a critical policy that I strongly support.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This is a critical policy that I strongly support. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,I fully endorse this policy and its objectives.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I fully endorse this policy and its objectives. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,I’m a strong supporter of this policy and its implementation.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: I’m a strong supporter of this policy and its implementation. I ",1.0
Economy,Reducing or eliminating federal cash benefit programs,strongly support,This policy represents exactly the kind of action we should be taking.,"USER: Generate a statement about the following policy: Reducing or eliminating federal cash benefit programs
ASSISTANT: This policy represents exactly the kind of action we should be taking. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly object,I strongly oppose this policy and believe it would cause serious harm.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I strongly oppose this policy and believe it would cause serious harm. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,This policy is fundamentally wrong and should not be adopted.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy is fundamentally wrong and should not be adopted. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,I unequivocally reject this policy.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I unequivocally reject this policy. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,This is a deeply misguided policy that must be stopped.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This is a deeply misguided policy that must be stopped. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,I am firmly against this policy in any form.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I am firmly against this policy in any form. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,This policy represents a major step in the wrong direction.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy represents a major step in the wrong direction. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,I cannot support this policy under any circumstances.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I cannot support this policy under any circumstances. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,This proposal is unacceptable and should be abandoned.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This proposal is unacceptable and should be abandoned. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,I strongly object to this policy and will work to block it.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I strongly object to this policy and will work to block it. I ",-1.0
Economy,Opposing broad student loan forgiveness,strongly object,"This policy would do more harm than good, and I strongly oppose it.","USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy would do more harm than good, and I strongly oppose it. I ",-1.0
Economy,Opposing broad student loan forgiveness,object,I oppose this policy and do not believe it is the right approach.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I oppose this policy and do not believe it is the right approach. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,I have serious concerns about this policy and cannot support it.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I have serious concerns about this policy and cannot support it. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,This policy misses the mark and should not move forward.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy misses the mark and should not move forward. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,I’m not in favor of this policy as currently proposed.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I’m not in favor of this policy as currently proposed. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,I object to this policy and think better alternatives exist.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I object to this policy and think better alternatives exist. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,This policy raises too many problems for me to support it.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy raises too many problems for me to support it. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,I do not support this policy in its current form.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I do not support this policy in its current form. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,I’m skeptical of this policy and oppose moving ahead with it.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I’m skeptical of this policy and oppose moving ahead with it. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,I can’t back this policy because of its likely consequences.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I can’t back this policy because of its likely consequences. I ",-0.5
Economy,Opposing broad student loan forgiveness,object,"Overall, I oppose this policy, even though I understand its intent.","USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: Overall, I oppose this policy, even though I understand its intent. I ",-0.5
Economy,Opposing broad student loan forgiveness,neutral,I see arguments on both sides of this policy.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I see arguments on both sides of this policy. I ",0.0
Economy,Opposing broad student loan forgiveness,neutral,I’m undecided and think this issue deserves careful consideration.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I’m undecided and think this issue deserves careful consideration. I ",0.0
Economy,Opposing broad student loan forgiveness,neutral,I don’t have a strong position on this policy at this time.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I don’t have a strong position on this policy at this time. I ",0.0
Economy,Opposing broad student loan forgiveness,neutral,This policy involves real tradeoffs that need to be weighed carefully.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy involves real tradeoffs that need to be weighed carefully. I ",0.0
Economy,Opposing broad student loan forgiveness,neutral,I’m open-minded about this policy and still evaluating it.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I’m open-minded about this policy and still evaluating it. I ",0.0
Economy,Opposing broad student loan forgiveness,neutral,There are both benefits and drawbacks to this proposal.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: There are both benefits and drawbacks to this proposal. I ",0.0
Economy,Opposing broad student loan forgiveness,neutral,I think reasonable people can disagree on this policy.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I think reasonable people can disagree on this policy. I ",0.0
Economy,Opposing broad student loan forgiveness,neutral,I’m taking a wait-and-see approach on this issue.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I’m taking a wait-and-see approach on this issue. I ",0.0
Economy,Opposing broad student loan forgiveness,neutral,I don’t feel strongly one way or the other about this policy.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I don’t feel strongly one way or the other about this policy. I ",0.0
